,33 Trial 1,33 Trial 2,33 Trial 3,33-Triton Trial 1,33-Triton Trial 2,33-Triton Trial 3
299,21.656,46.262,50.513666,11.252333,13.918333,14.709333
300,21.586333,46.096666,50.534333,11.243666,13.884666,14.701333
301,21.502333,45.980333,50.512,11.213666,13.869,14.681
302,21.421666,45.874666,50.442333,11.181,13.888333,14.67
303,21.337333,45.839666,50.306666,11.185333,13.876666,14.619666
304,21.289333,45.812333,50.183333,11.206,13.858333,14.603
305,21.226666,45.711333,50.080666,11.207,13.788,14.604
306,21.235666,45.604,50.006,11.213666,13.779,14.594
307,21.162333,45.568333,49.961666,11.190333,13.754666,14.597333
308,21.125,45.512333,49.897333,11.191,13.751666,14.571666
309,21.021333,45.402333,49.828666,11.154,13.753333,14.589666
310,20.941333,45.163,49.742,11.147,13.777,14.580333
311,20.820333,45.123,49.586,11.149666,13.793333,14.600666
312,20.760333,45.151,49.556666,11.178666,13.804333,14.565333
313,20.773666,45.160333,49.462666,11.166,13.798,14.577
314,20.728666,45.087,49.471333,11.151333,13.766333,14.542
315,20.656333,44.952666,49.359666,11.128,13.726333,14.553333
316,20.570666,44.876,49.313,11.142333,13.716,14.520666
317,20.518666,44.743999,49.250666,11.135666,13.721333,14.522333
318,20.426333,44.662,49.212666,11.134,13.693333,14.508333
319,20.379666,44.642666,49.182666,11.105,13.664,14.509
320,20.347666,44.625666,49.104333,11.094,13.655333,14.470333
321,20.355666,44.593,49.071666,11.095666,13.683666,14.455666
322,20.292,44.458333,49.003333,11.1,13.704333,14.437666
323,20.254333,44.366666,48.942666,11.082333,13.702666,14.458
324,20.181,44.264,48.84,11.056333,13.673333,14.461666
325,20.095333,44.170333,48.785333,11.062333,13.635,14.45
326,20.009666,44.068333,48.748333,11.087,13.607666,14.425
327,19.951,43.962999,48.665333,11.115666,13.604333,14.397
328,19.936666,43.874666,48.528333,11.121333,13.628666,14.371333
329,19.910666,43.776333,48.409333,11.104666,13.648333,14.348
330,19.863333,43.672333,48.381333,11.093333,13.642666,14.346666
331,19.827333,43.554666,48.360333,11.084,13.635666,14.351666
332,19.789666,43.423,48.331999,11.106,13.629,14.341333
333,19.738333,43.375666,48.277333,11.099,13.642333,14.322
334,19.654333,43.389666,48.234666,11.096666,13.616666,14.299333
335,19.568666,43.406,48.177333,11.058666,13.592333,14.297
336,19.554,43.402,48.086666,11.042333,13.566333,14.298
337,19.522333,43.296333,48.021666,11.040666,13.558666,14.302333
338,19.485,43.235666,47.977,11.050333,13.539333,14.288333
339,19.443666,43.113666,47.939666,11.041333,13.534,14.265666
340,19.369666,43.032666,47.913666,11.011,13.514666,14.249
341,19.322333,42.964666,47.799666,11.011333,13.524666,14.284666
342,19.236,42.866666,47.667333,11.031333,13.565333,14.271333
343,19.185666,42.768666,47.547999,11.056666,13.57,14.226666
344,19.135333,42.647666,47.532,11.065666,13.545333,14.222333
345,19.101666,42.587333,47.561333,11.034,13.468,14.210333
346,19.098,42.533,47.517333,11.007333,13.468,14.242333
347,19.036333,42.406333,47.461666,10.983333,13.470666,14.187
348,18.947666,42.302666,47.393333,10.988666,13.496,14.210333
349,18.867333,42.18,47.387666,10.998,13.487666,14.212666
350,18.835333,42.211,47.294,10.989333,13.481333,14.212
351,18.814666,42.230999,47.222,10.976333,13.475,14.217
352,18.783333,42.253333,47.155,10.958666,13.466333,14.196333
353,18.740666,42.106666,47.138666,10.944333,13.491,14.168666
354,18.680333,41.941666,47.096,10.944333,13.498,14.136666
355,18.646666,41.838666,46.959333,10.943,13.492333,14.141333
356,18.620333,41.795333,46.812,10.940666,13.454333,14.149666
357,18.576666,41.786,46.738,10.942333,13.416333,14.121333
358,18.507666,41.801333,46.757333,10.949,13.408333,14.08
359,18.459333,41.76,46.805,10.956,13.417666,14.063333
360,18.433333,41.622333,46.749,10.95,13.436333,14.079
361,18.356666,41.492,46.573666,10.922666,13.438,14.110666
362,18.255666,41.394666,46.434666,10.889666,13.401,14.129666
363,18.204666,41.337,46.392333,10.879,13.367666,14.112666
364,18.227333,41.293,46.403666,10.908666,13.347333,14.088666
365,18.227,41.204666,46.389666,10.944666,13.357333,14.072333
366,18.174666,41.102,46.327,10.946333,13.351333,14.035666
367,18.121,41.009333,46.297,10.93,13.386333,13.989
368,18.017666,40.990666,46.267999,10.921666,13.39,13.942
369,17.971666,41.073666,46.213666,10.894,13.382333,13.963
370,17.909,41.003333,46.191666,10.853666,13.335,13.979
371,17.885,40.991666,46.159333,10.828,13.308333,13.956
372,17.859666,40.856,46.093333,10.879666,13.269333,13.942
373,17.828666,40.794,45.952666,10.872666,13.304333,13.942666
374,17.801,40.646333,45.913666,10.852,13.308666,13.996
375,17.744333,40.613666,45.882,10.828333,13.311666,14.002666
376,17.669,40.55,45.900333,10.845333,13.233333,13.991
377,17.642666,40.500333,45.823666,10.853,13.231666,13.964333
378,17.599333,40.379666,45.801,10.833333,13.230666,13.91
379,17.563,40.268666,45.695333,10.833333,13.254333,13.876333
380,17.525333,40.209999,45.55,10.836,13.247,13.834666
381,17.478,40.141333,45.454333,10.818333,13.276,13.859
382,17.448666,40.15,45.453333,10.823333,13.262666,13.885333
383,17.416333,40.098333,45.532333,10.821,13.247666,13.914
384,17.401666,40.082666,45.547333,10.798666,13.211666,13.892333
385,17.412,40.045666,45.452,10.784333,13.191666,13.856666
386,17.405333,40.016333,45.280666,10.809333,13.191666,13.835
387,17.378666,39.953333,45.151,10.852,13.221666,13.822666
388,17.322,39.808666,45.124333,10.842666,13.242666,13.835333
389,17.279333,39.635,45.135666,10.818,13.220666,13.851666
390,17.265666,39.496333,45.133333,10.825,13.200333,13.854333
391,17.243666,39.453666,45.123333,10.844333,13.224666,13.835333
392,17.205333,39.505666,45.095333,10.863,13.245666,13.802333
393,17.157666,39.526999,45.029333,10.854333,13.224333,13.814333
394,17.129,39.465666,44.930666,10.829666,13.194,13.828666
395,17.104,39.357,44.838333,10.812,13.171333,13.81
396,17.04,39.266,44.746333,10.787666,13.185333,13.779666
397,16.974333,39.18,44.695666,10.793666,13.149,13.747
398,16.978,39.092333,44.678,10.81,13.152666,13.761333
399,16.981333,39.077666,44.675,10.816333,13.164333,13.760333
400,16.984666,39.05,44.656333,10.801666,13.186,13.744333
401,16.901333,38.953,44.553666,10.778333,13.135666,13.725333
402,16.839666,38.831999,44.531333,10.797666,13.100333,13.741
403,16.808666,38.674666,44.503333,10.809666,13.078,13.756333
404,16.735333,38.685333,44.485333,10.792666,13.058,13.742666
405,16.734666,38.667666,44.397666,10.778,13.038666,13.710333
406,16.639,38.683333,44.306666,10.78,13.031333,13.732
407,16.679666,38.611,44.258666,10.754666,13.059666,13.774333
408,16.636333,38.509333,44.153666,10.721666,13.085666,13.774666
409,16.614,38.454666,44.144666,10.686666,13.105333,13.728333
410,16.552,38.407333,44.154333,10.706333,13.135,13.682333
411,16.513333,38.346666,44.118,10.702,13.128333,13.664666
412,16.506,38.280666,43.942,10.733333,13.091333,13.679333
413,16.458,38.196666,43.755666,10.741333,13.055333,13.691666
414,16.438333,38.109,43.717,10.741,13.011666,13.689
415,16.419666,38.049333,43.782333,10.706333,13.018666,13.675
416,16.403,37.965666,43.776,10.699333,13.038,13.663666
417,16.358666,37.886,43.699666,10.711,13.044333,13.673333
418,16.310666,37.811,43.644,10.704666,13.035,13.679666
419,16.284,37.765,43.665,10.671,13.017333,13.667
420,16.267666,37.737666,43.669666,10.638333,13.016,13.623333
421,16.241666,37.689333,43.573666,10.629666,13.010333,13.586
422,16.204666,37.640333,43.483,10.636666,13,13.593666
423,16.175333,37.613333,43.504,10.649,13.016333,13.616333
424,16.152,37.578666,43.542,10.661666,13.036666,13.625666
425,16.115333,37.531666,43.517666,10.662666,13.068333,13.629666
426,16.071,37.478333,43.460333,10.648333,13.061333,13.635666
427,16.047,37.444666,43.356666,10.645,13.026,13.626
428,16.019,37.367666,43.268333,10.643,12.996,13.577666
429,16.028,37.314666,43.152333,10.652333,13.007666,13.533
430,16.004,37.252666,43.083,10.648666,13.036,13.546333
431,15.996666,37.192,43.004,10.645333,13.050333,13.583333
432,15.941,37.157999,42.948333,10.634,13.012,13.627
433,15.897666,37.087999,42.922,10.639,13.012,13.606666
434,15.849333,37.079333,43.025333,10.629333,12.987666,13.568333
435,15.808,36.982333,43.02,10.643,12.973666,13.560666
436,15.766666,36.854,42.942333,10.632666,12.964666,13.525
437,15.737333,36.732,42.807,10.643333,12.974,13.538666
438,15.724666,36.636666,42.715666,10.658,13.007333,13.510666
439,15.700666,36.616666,42.669666,10.661666,12.975,13.545333
440,15.699,36.579333,42.629333,10.645,12.957,13.533666
441,15.672,36.518666,42.590666,10.602666,12.947666,13.518666
442,15.656333,36.469,42.542999,10.573666,12.966333,13.469
443,15.617333,36.404666,42.425,10.589,12.948,13.460333
444,15.598333,36.414666,42.311666,10.604333,12.931333,13.446333
445,15.586333,36.342333,42.276,10.623,12.916,13.476
446,15.558333,36.293666,42.282333,10.604666,12.931666,13.489333
447,15.533,36.223666,42.297333,10.574333,12.944333,13.510333
448,15.514,36.218333,42.226666,10.555,12.946333,13.487333
449,15.490666,36.206666,42.158333,10.543666,12.937333,13.457
450,15.457666,36.117666,42.097,10.548333,12.928666,13.444666
451,15.439,36.013333,42.051333,10.556,12.959,13.455
452,15.439,35.953666,42.042,10.566666,13,13.484
453,15.433,35.949666,42.046333,10.568333,13.008,13.483666
454,15.413666,35.965333,42.047333,10.542,12.970666,13.436666
455,15.394,35.922666,41.980999,10.521333,12.895666,13.39
456,15.381666,35.851333,41.877666,10.512333,12.890666,13.376
457,15.364,35.829,41.778666,10.526666,12.894333,13.379
458,15.321,35.820666,41.669,10.563,12.895,13.355333
459,15.249333,35.855,41.619666,10.589,12.893333,13.336666
460,15.221333,35.794999,41.585666,10.593666,12.866666,13.358666
461,15.211666,35.716333,41.611333,10.569333,12.884,13.371666
462,15.233666,35.681,41.589333,10.518666,12.852333,13.354333
463,15.228,35.673666,41.570666,10.525333,12.872333,13.341333
464,15.209333,35.587666,41.518333,10.476666,12.874333,13.324333
465,15.158,35.464,41.468333,10.506666,12.875,13.354666
466,15.099333,35.336,41.468333,10.454,12.898666,13.396333
467,15.089666,35.325333,41.367666,10.465666,12.867666,13.387333
468,15.089333,35.321333,41.305333,10.437,12.844666,13.399333
469,15.085,35.304333,41.209,10.452333,12.796,13.373
470,15.064666,35.246,41.229666,10.476333,12.795,13.41
471,15.043,35.183333,41.166333,10.524666,12.834,13.372
472,15.018333,35.14,41.109666,10.558666,12.878666,13.331
473,14.978,35.137666,41.028333,10.539333,12.904666,13.345333
474,14.983333,35.089333,40.990333,10.478666,12.899333,13.361
475,14.991666,35.059666,40.960999,10.465333,12.872,13.340333
476,15.010666,35.029333,40.932333,10.479333,12.861333,13.281666
477,14.985333,35.017333,40.921,10.471,12.854,13.268666
478,14.961666,34.974,40.882666,10.431,12.853666,13.31
479,14.94,34.921333,40.885,10.418,12.862333,13.338666
480,14.922666,34.843666,40.922666,10.457,12.842333,13.347333
481,14.909666,34.779333,40.91,10.476333,12.806,13.353333
482,14.876333,34.739,40.821333,10.464,12.79,13.333333
483,14.842666,34.707999,40.695333,10.457,12.792666,13.269666
484,14.823,34.667333,40.597666,10.457333,12.785666,13.201333
485,14.807,34.594666,40.562333,10.458666,12.763333,13.172333
486,14.813333,34.52,40.535333,10.443333,12.745666,13.189666
487,14.798333,34.468666,40.492333,10.421666,12.737333,13.234666
488,14.795,34.473,40.467333,10.427666,12.738666,13.287
489,14.788333,34.434666,40.472333,10.414666,12.741666,13.317333
490,14.767666,34.392333,40.454333,10.422333,12.752666,13.278333
491,14.76,34.266333,40.417666,10.402333,12.787,13.267666
492,14.763666,34.242666,40.373,10.395,12.827666,13.233333
493,14.756,34.148333,40.364666,10.4,12.855,13.245666
494,14.724666,34.075333,40.328,10.426666,12.854333,13.241333
495,14.677333,34.045666,40.235666,10.431666,12.783333,13.213
496,14.687666,34.040666,40.196,10.404,12.767666,13.208333
497,14.683666,34.090666,40.170666,10.397,12.708,13.191
498,14.700666,34.029333,40.123666,10.368666,12.747666,13.238333
499,14.641,34.048333,40.015333,10.379,12.736,13.245333
500,14.635666,33.968666,39.93,10.362333,12.750666,13.214
501,14.602333,33.918666,39.863333,10.359,12.757333,13.195
502,14.611333,33.789666,39.847,10.371666,12.775666,13.182666
503,14.592,33.716666,39.823666,10.379,12.792666,13.213333
504,14.568666,33.654,39.865333,10.421666,12.766666,13.206
505,14.550333,33.609666,39.889666,10.412,12.739666,13.195333
506,14.527333,33.549,39.875666,10.399333,12.721666,13.171
507,14.511666,33.454,39.796333,10.364,12.697333,13.163333
508,14.495,33.412,39.701,10.341,12.67,13.160666
509,14.47,33.396,39.621,10.353,12.665666,13.162333
510,14.458,33.425,39.578666,10.377333,12.685333,13.177333
511,14.470666,33.413666,39.550666,10.382,12.709,13.165333
512,14.484333,33.340333,39.526333,10.35,12.702666,13.13
513,14.461,33.263,39.506333,10.324,12.699333,13.103333
514,14.412,33.230666,39.486,10.313,12.709,13.104
515,14.376,33.236333,39.466666,10.302666,12.702,13.133
516,14.354,33.197,39.459999,10.309666,12.689666,13.157333
517,14.335,33.083,39.445666,10.324333,12.682,13.157666
518,14.324666,33.002,39.380333,10.346666,12.706666,13.139666
519,14.312333,32.979666,39.308666,10.345666,12.716,13.092
520,14.302333,33.028,39.264,10.323333,12.707,13.107333
521,14.285333,33.032333,39.281,10.309333,12.686666,13.100666
522,14.301,32.968,39.252,10.348333,12.679,13.116
523,14.266,32.910999,39.133,10.387,12.648333,13.101333
524,14.216666,32.876,39.082333,10.387,12.662,13.106
525,14.162333,32.836666,39.034,10.353,12.671,13.153666
526,14.144666,32.673666,39.056,10.33,12.687333,13.141
527,14.132666,32.638333,38.942666,10.335666,12.664,13.162333
528,14.150666,32.647666,38.871666,10.311666,12.635333,13.101
529,14.142666,32.648666,38.828333,10.284333,12.616,13.108333
530,14.136,32.604666,38.822,10.269666,12.649333,13.089666
531,14.063666,32.537333,38.837,10.270333,12.688666,13.102666
532,14.057666,32.504,38.800999,10.261666,12.679333,13.070666
533,14.033333,32.376333,38.786333,10.241666,12.644666,13.013
534,14.054666,32.285333,38.722333,10.226,12.645,12.962333
535,14.036666,32.279333,38.686333,10.235333,12.677666,12.962
536,14.05,32.333,38.590666,10.253,12.697,12.971666
537,14.021666,32.341333,38.503333,10.246,12.672333,13.002
538,13.998666,32.307,38.354,10.257333,12.663666,13.026333
539,13.972666,32.263,38.335,10.257666,12.652,13.045
540,13.985333,32.208333,38.369666,10.272333,12.670333,13.056333
541,13.971,32.15,38.423666,10.269,12.686666,13.048
542,13.930333,32.056333,38.398333,10.279,12.688,13.060333
543,13.889666,32.004666,38.316666,10.3,12.664333,13.038666
544,13.887666,32.001,38.271,10.290666,12.635333,13.022333
545,13.905,32.034666,38.284,10.244333,12.624333,13.026666
546,13.894,32.054333,38.323666,10.198666,12.628666,13.005
547,13.868666,31.974,38.307666,10.206666,12.636333,12.988666
548,13.852,31.882333,38.215,10.26,12.619333,12.961666
549,13.855333,31.829,38.134666,10.286666,12.587666,12.948
550,13.849333,31.829666,38.089,10.275333,12.602333,12.947666
551,13.846333,31.763,38.107666,10.235333,12.635,12.936333
552,13.818666,31.674,38.086333,10.228,12.638333,12.981333
553,13.797666,31.611333,38.029,10.262333,12.615333,12.996
554,13.783666,31.587666,37.925333,10.265333,12.592333,13.019333
555,13.79,31.574666,37.861333,10.269333,12.582,12.994666
556,13.802333,31.546,37.826666,10.220666,12.558,13.006
557,13.774333,31.509333,37.871333,10.222666,12.552666,12.993333
558,13.689333,31.411666,37.875,10.243333,12.579333,13.072
559,13.665666,31.354,37.883,10.237,12.588333,13.001
560,13.701,31.341333,37.794666,10.210333,12.598666,12.993
561,13.738333,31.310333,37.713666,10.175333,12.591333,12.912
562,13.707666,31.295333,37.686666,10.200333,12.626,12.932666
563,13.658666,31.243666,37.664666,10.212,12.631333,12.896
564,13.648,31.237666,37.655,10.212666,12.639333,12.902333
565,13.674,31.155333,37.636666,10.191333,12.607666,12.912333
566,13.654333,31.070333,37.606333,10.218666,12.592,12.898666
567,13.652333,31.016333,37.524333,10.230666,12.566,12.857666
568,13.622,31.015333,37.392666,10.266333,12.548,12.849333
569,13.635666,31.018666,37.333,10.269333,12.559,12.890666
570,13.622333,30.985333,37.317333,10.261666,12.582333,12.914333
571,13.619,30.933333,37.341666,10.240333,12.602,12.932666
572,13.617,30.891333,37.337333,10.211666,12.583,12.929666
573,13.616,30.871333,37.304333,10.183666,12.579333,12.921
574,13.591333,30.874,37.213666,10.167666,12.584666,12.907
575,13.555666,30.885,37.126666,10.175,12.573,12.903333
576,13.549666,30.873,37.100333,10.198333,12.546333,12.934333
577,13.566666,30.813666,37.095666,10.216333,12.527666,12.968666
578,13.583,30.746,37.066999,10.218333,12.543,12.952666
579,13.566666,30.714333,36.985333,10.212,12.571333,12.906666
580,13.494333,30.680333,36.913666,10.206333,12.591666,12.885
581,13.430666,30.666,36.828,10.192333,12.588,12.880333
582,13.414333,30.643,36.752,10.171,12.574,12.908333
583,13.454,30.586333,36.69,10.155666,12.566666,12.889666
584,13.503,30.538666,36.669,10.134666,12.569333,12.865666
585,13.515,30.518666,36.721,10.147666,12.558666,12.851333
586,13.491,30.508,36.731333,10.129,12.539666,12.805333
587,13.444333,30.424,36.717,10.167,12.533666,12.819666
588,13.380333,30.351333,36.627999,10.144666,12.522,12.792
589,13.347333,30.342333,36.62,10.148,12.522,12.840666
590,13.332,30.423666,36.598666,10.109,12.516,12.841
591,13.325333,30.372,36.544666,10.115333,12.547666,12.847666
592,13.35,30.306666,36.49,10.116666,12.551333,12.822
593,13.328666,30.17,36.453,10.136,12.551666,12.83
594,13.344,30.167,36.501,10.166666,12.511333,12.827666
595,13.312666,30.141,36.488666,10.163333,12.506333,12.845
596,13.284666,30.138666,36.412666,10.164666,12.507666,12.828666
597,13.279333,30.068,36.311333,10.139333,12.500333,12.82
598,13.28,30.017333,36.241666,10.176333,12.492333,12.792666
599,13.283666,30.007666,36.243333,10.188,12.494666,12.787333
600,13.291333,29.98,36.225666,10.179333,12.527,12.799333
601,13.345,29.9,36.178,10.115,12.546,12.829
